customer_id,Q01,Q02_1,Q02_2,Q02_3,Q02_4,Q02_5,Q02_6,Q02_7,Q03_1,Q03_2,Q03_3,Q03_4,Q03_5,Q03_6,Q03_7,Q04_1,Q04_2,Q04_3,Q04_4,Q04_5,Q04_6,Q04_7,Q04_8,Q04_9,Q04_10,Q05,Q06,Q07_1,Q07_2,Q07_3,Q07_4,Q07_5,Q07_6,Q07_7,Q07_8,Q07_9,Q07_10,Q08
98,45 - 49,No,No,No,No,Yes,Yes,Yes,3,1,3,3,4,2,2,2,5,5,1,3,1,1,5,2,1,0,3,3,2,3,4,3,4,3,4,3,2,5
397,50 +,Yes,No,Yes,No,No,Yes,Yes,1,3,2,3,2,1,4,4,5,4,4,5,2,1,5,4,4,0,3,3,5,3,1,2,4,1,1,5,2,5
131,18 - 24,Yes,No,No,No,Yes,Yes,No,4,4,2,4,1,3,5,4,3,5,4,5,4,4,5,1,5,6,3,4,1,3,1,2,2,1,2,4,2,1
236,18 - 24,No,No,No,Yes,Yes,Yes,No,4,5,1,2,5,5,2,5,5,4,4,4,3,1,4,4,5,9,5,3,1,3,5,2,4,3,1,1,2,4
237,50 +,No,No,No,No,Yes,No,No,3,5,3,4,4,1,5,3,4,2,4,2,1,3,3,4,3,6,3,4,2,4,3,4,3,1,4,4,2,3
56,50 +,No,No,Yes,No,No,No,Yes,3,1,4,1,3,2,3,2,3,3,2,3,3,1,3,1,3,7,5,5,2,3,3,2,5,1,5,1,2,2
192,18 - 24,Yes,No,No,No,No,Yes,No,1,4,4,4,4,3,2,3,4,4,5,3,4,1,1,2,4,7,4,5,1,1,5,2,4,1,5,3,2,2
330,25 - 34,No,No,No,No,No,No,Yes,3,3,1,4,5,4,1,3,2,2,1,4,3,5,5,3,5,6,1,5,3,4,3,4,5,5,5,3,2,1
329,50 +,No,No,No,No,No,No,Yes,5,5,2,3,2,1,5,1,5,3,4,4,3,2,3,2,4,1,5,2,4,5,2,3,4,5,3,4,2,4
28,35 - 44,No,No,No,No,Yes,No,No,1,1,2,1,5,4,4,4,4,3,5,5,4,3,4,3,3,10,5,5,3,3,1,1,4,5,3,3,2,5
125,18 - 24,No,No,Yes,No,Yes,Yes,No,5,1,1,2,4,3,1,1,5,5,2,4,2,3,5,5,3,7,2,1,3,1,5,3,1,2,4,5,2,5
11,45 - 49,No,No,No,No,No,Yes,Yes,1,3,3,3,4,3,5,1,4,5,2,4,5,5,2,4,5,4,2,1,4,1,5,1,3,5,2,2,2,2
112,18 - 24,No,No,No,No,Yes,Yes,No,4,4,3,4,4,5,2,5,2,1,5,3,3,3,1,5,5,5,2,1,4,2,2,3,4,1,1,3,2,5
199,50 +,Yes,No,No,No,No,No,No,1,1,5,5,5,1,1,1,1,4,3,3,4,2,5,4,1,0,2,5,2,2,3,3,1,3,3,4,2,5
207,50 +,No,No,Yes,Yes,No,Yes,No,3,4,3,4,1,1,2,5,1,5,1,3,3,2,1,2,4,10,1,3,1,2,1,2,2,3,2,4,2,1
449,35 - 44,No,No,No,No,Yes,No,No,4,3,2,2,5,4,1,4,5,5,4,5,5,4,4,2,5,2,1,3,1,2,3,2,1,4,4,5,2,4
432,45 - 49,Yes,No,Yes,Yes,Yes,Yes,No,4,1,2,1,1,2,4,3,5,4,5,5,3,3,3,3,5,4,5,5,1,2,3,1,2,4,4,5,2,3
254,45 - 49,No,No,No,No,Yes,Yes,No,5,3,5,2,3,2,1,4,4,4,4,4,2,5,3,2,2,9,2,3,1,2,1,3,2,2,5,4,2,2
57,25 - 34,No,No,Yes,No,No,No,No,3,5,1,5,1,3,2,4,1,5,2,2,3,2,5,4,1,7,2,4,1,3,1,2,3,2,1,4,2,4
47,25 - 34,No,No,No,No,No,Yes,Yes,2,5,4,1,1,1,3,5,3,4,4,5,1,2,5,5,4,5,1,2,3,3,4,2,5,1,3,3,2,1
136,45 - 49,No,No,Yes,No,No,Yes,No,3,4,1,3,5,5,4,5,5,2,3,5,2,4,4,2,1,1,2,4,1,3,1,2,2,2,5,3,2,3
22,45 - 49,No,No,Yes,No,Yes,Yes,Yes,4,1,5,3,3,2,5,5,3,3,4,5,2,5,1,5,1,6,4,5,5,3,4,4,3,4,4,2,2,5
424,18 - 24,No,No,No,No,Yes,No,Yes,4,2,1,5,2,5,3,4,4,5,4,5,4,1,2,1,2,4,4,1,5,2,3,3,1,1,5,1,2,5
373,18 - 24,No,No,No,No,Yes,Yes,Yes,4,1,2,1,1,1,4,1,4,3,4,5,5,1,2,2,3,8,4,1,2,1,5,3,2,1,3,2,2,4
335,18 - 24,No,No,No,No,No,No,No,4,2,5,2,1,1,1,3,4,4,1,5,2,4,2,5,3,4,4,3,2,3,4,5,1,5,5,4,2,3
168,18 - 24,No,No,No,No,No,No,No,5,3,2,4,4,1,2,3,5,3,3,5,4,4,2,1,3,6,5,1,2,2,5,3,4,5,3,5,2,2
262,50 +,No,Yes,Yes,Yes,Yes,Yes,No,1,1,2,5,4,1,2,2,5,3,5,5,4,5,1,2,2,1,2,1,5,3,3,3,4,1,5,4,2,2
251,18 - 24,No,No,No,No,Yes,Yes,No,4,5,4,2,5,3,2,2,3,3,4,3,2,2,1,2,1,2,3,4,2,3,1,1,1,1,3,2,2,3
151,45 - 49,No,No,Yes,Yes,No,Yes,Yes,3,1,1,5,4,1,4,1,4,2,5,4,3,4,3,2,3,4,1,5,1,4,1,2,2,2,2,5,2,5
53,45 - 49,No,No,No,No,No,No,Yes,3,3,4,3,4,3,5,4,3,3,3,4,3,5,3,5,5,9,3,5,1,3,2,1,4,3,1,2,2,1
92,45 - 49,No,No,No,No,Yes,Yes,Yes,3,3,2,2,2,5,1,4,3,3,4,3,5,5,5,3,1,5,5,3,2,1,3,2,1,1,2,2,3,1
221,18 - 24,No,No,Yes,No,No,Yes,No,5,4,5,4,5,4,1,1,5,5,2,2,3,5,2,3,2,2,3,2,3,1,2,3,5,1,5,2,3,5
33,25 - 34,No,No,No,Yes,Yes,Yes,No,4,2,4,4,4,4,2,2,4,3,5,3,4,2,5,4,2,6,2,2,1,1,2,2,1,1,3,5,3,1
82,25 - 34,No,No,No,No,Yes,No,No,5,2,2,2,2,5,2,1,3,4,5,5,1,2,4,3,3,1,2,3,5,1,5,2,1,1,3,2,3,1
232,35 - 44,No,No,No,No,Yes,No,No,4,2,5,2,2,2,5,5,4,3,5,4,4,5,4,3,4,4,1,2,1,1,5,5,4,1,3,5,3,3
386,50 +,No,No,Yes,No,No,No,No,2,4,5,5,5,3,2,1,4,2,2,5,3,3,3,4,2,8,1,3,4,2,1,3,5,1,3,5,3,5
17,50 +,No,No,No,No,Yes,Yes,Yes,5,3,1,3,5,4,5,4,4,3,5,4,4,4,4,2,1,7,4,4,5,2,5,2,3,1,5,1,3,2
153,25 - 34,No,No,No,Yes,No,No,Yes,2,2,3,1,4,2,4,3,5,4,4,2,4,1,1,1,1,10,3,5,2,3,3,3,4,1,5,1,3,2
246,18 - 24,No,No,No,No,Yes,Yes,Yes,2,5,2,5,4,1,5,4,3,2,5,5,5,2,4,3,2,9,2,4,2,3,5,2,4,1,4,3,3,5
439,50 +,No,No,No,No,No,Yes,No,1,1,1,2,5,1,1,5,5,3,4,3,1,2,3,2,5,2,1,1,4,3,2,1,1,1,2,2,3,5
434,25 - 34,No,No,No,No,Yes,Yes,Yes,4,3,4,1,5,3,3,4,2,3,1,3,4,2,5,4,4,3,1,5,1,3,5,3,1,1,5,3,3,2
354,18 - 24,No,No,No,No,No,Yes,Yes,3,5,1,5,4,2,5,1,3,5,4,4,2,5,2,2,1,3,3,1,5,3,1,1,1,1,1,5,3,2
401,50 +,No,No,No,No,Yes,No,No,1,3,5,4,5,2,4,5,3,4,1,4,4,2,2,1,2,2,3,3,5,3,4,2,2,1,2,5,3,5
114,25 - 34,No,No,No,No,Yes,No,Yes,4,1,5,3,4,4,5,1,4,2,3,4,3,5,3,3,3,5,4,3,5,3,5,4,5,1,2,3,3,4
472,18 - 24,No,No,No,No,No,No,No,3,1,2,5,4,4,1,4,4,3,5,4,4,5,1,4,2,8,4,1,1,3,4,4,4,1,1,2,3,2
425,35 - 44,No,No,No,No,Yes,Yes,Yes,5,2,4,2,1,5,3,3,3,3,5,5,2,5,4,4,5,0,4,2,3,3,2,3,3,1,2,1,3,2
14,45 - 49,No,No,No,No,No,Yes,Yes,2,4,1,1,2,1,2,5,3,4,4,4,4,5,2,3,1,4,3,5,3,3,3,2,2,1,4,2,3,4
261,35 - 44,No,No,No,No,Yes,No,No,4,4,5,1,2,1,4,5,4,4,2,5,5,3,5,4,3,1,1,1,1,1,4,2,3,1,5,3,3,1
215,45 - 49,Yes,No,No,No,No,Yes,No,3,3,5,5,4,2,2,1,5,3,1,3,5,1,2,1,2,5,5,3,5,1,5,3,2,1,1,2,3,1
87,25 - 34,No,No,Yes,No,No,Yes,No,3,3,1,2,2,1,1,2,3,2,1,4,2,4,2,3,5,9,1,4,1,4,1,1,1,1,4,2,3,3
10,18 - 24,No,No,No,No,No,Yes,Yes,5,4,4,2,2,3,4,2,4,5,1,4,2,4,2,3,4,4,3,4,2,1,1,2,3,1,1,5,3,1
44,25 - 34,No,No,No,No,No,No,No,3,5,4,1,2,3,2,2,5,5,4,2,5,5,5,2,2,5,5,4,3,1,3,1,3,2,4,4,3,1
445,18 - 24,No,No,No,No,Yes,No,No,4,5,4,3,5,5,2,2,5,4,5,4,4,5,1,5,5,6,2,2,3,1,5,1,4,2,5,2,3,1
433,18 - 24,No,No,No,No,Yes,No,No,5,2,4,3,1,2,3,3,5,3,4,4,3,5,3,2,2,0,3,1,5,1,3,3,2,2,3,4,3,3
245,18 - 24,Yes,No,Yes,Yes,Yes,Yes,No,3,5,2,2,5,4,4,5,5,3,5,4,1,5,2,4,3,2,1,4,5,1,5,3,5,2,3,3,3,3
176,35 - 44,No,No,Yes,Yes,No,Yes,No,5,2,1,4,3,4,2,4,4,5,5,5,5,5,5,1,5,1,2,1,2,1,2,3,3,2,5,1,3,3
49,35 - 44,No,No,No,No,No,No,No,5,3,1,5,2,2,2,4,4,5,5,3,5,1,2,2,5,9,5,1,3,2,2,3,1,2,2,5,3,3
318,25 - 34,No,No,No,No,No,No,Yes,1,2,1,1,5,2,1,3,5,3,5,3,3,5,4,2,3,6,2,5,1,2,2,2,1,2,3,4,3,2
99,45 - 49,No,No,No,No,Yes,Yes,Yes,1,2,4,1,4,1,5,4,3,2,4,4,4,5,1,2,4,8,1,1,2,2,1,1,5,2,5,2,3,2
169,18 - 24,No,No,No,No,No,No,No,5,3,3,3,4,4,2,3,5,5,4,5,2,4,4,1,1,9,4,3,3,2,3,4,1,2,1,1,3,1
314,18 - 24,No,No,No,No,No,Yes,No,5,4,4,5,5,1,3,1,4,4,5,4,1,4,3,3,5,5,5,3,1,2,4,3,2,2,3,1,3,2
227,45 - 49,No,No,No,No,Yes,Yes,No,2,2,1,2,2,1,4,3,5,4,2,5,2,5,4,4,4,6,4,1,1,2,5,3,5,2,1,5,3,2
204,18 - 24,Yes,No,No,No,No,Yes,No,4,1,4,3,5,4,1,4,3,3,5,1,1,5,5,1,4,3,1,4,4,3,5,3,1,2,5,4,3,4
80,45 - 49,No,No,Yes,No,Yes,Yes,Yes,2,3,5,1,1,2,2,2,1,3,5,5,2,3,4,1,2,4,4,3,4,3,2,2,1,2,5,2,3,4
477,18 - 24,No,No,No,No,No,No,No,3,2,4,1,3,3,5,1,3,3,5,5,5,3,2,5,1,1,1,3,3,3,3,2,3,2,2,2,3,1
163,18 - 24,No,No,No,Yes,No,Yes,No,3,3,4,2,1,1,3,1,2,3,4,4,3,4,5,1,2,10,3,1,4,3,1,2,5,2,2,3,3,4
455,35 - 44,No,No,Yes,No,No,Yes,No,4,1,5,2,2,5,3,3,4,2,3,2,2,3,2,4,3,7,1,3,3,5,5,2,1,2,4,1,3,3
21,18 - 24,No,No,Yes,No,Yes,Yes,No,3,4,2,1,3,5,2,4,4,2,4,5,1,4,4,3,3,8,2,4,2,1,3,1,2,2,2,5,3,5
142,50 +,No,No,No,No,Yes,No,No,5,5,3,3,5,1,5,1,5,4,4,4,2,4,3,4,1,10,4,4,5,5,5,2,4,2,3,4,3,4
316,18 - 24,No,No,No,No,No,Yes,No,3,1,5,3,5,5,2,3,5,3,5,5,3,5,1,3,4,10,5,2,3,2,3,3,3,2,4,4,3,1
70,35 - 44,No,No,No,No,No,No,No,1,1,3,5,4,1,5,1,4,3,5,5,5,4,4,1,2,5,5,4,1,1,5,3,1,2,2,3,3,1
388,25 - 34,Yes,No,Yes,No,No,Yes,No,3,3,5,4,5,5,1,3,5,5,4,3,2,2,3,2,2,5,4,4,1,1,4,2,4,2,2,2,3,5
179,18 - 24,Yes,No,No,No,Yes,No,No,2,3,2,4,2,4,4,1,5,4,5,4,4,1,5,3,1,9,2,3,4,3,2,1,2,2,1,1,3,1
90,25 - 34,No,No,No,No,No,Yes,No,1,5,4,5,4,5,2,3,3,3,2,5,1,3,4,3,5,6,2,1,1,2,5,1,3,2,4,3,3,2
184,45 - 49,Yes,No,Yes,No,Yes,Yes,No,4,3,5,4,1,3,1,1,4,5,5,5,3,5,2,3,5,8,4,1,1,1,5,3,5,3,1,5,3,5
375,18 - 24,No,No,No,No,No,No,Yes,2,5,4,2,2,5,4,3,5,2,2,5,5,5,4,4,5,1,3,1,2,1,2,2,1,3,2,2,3,1
40,18 - 24,Yes,No,No,No,No,Yes,No,3,2,4,4,1,1,1,5,5,5,4,5,5,5,5,2,2,0,2,2,4,1,2,2,3,3,5,3,3,5
381,25 - 34,No,No,No,No,No,No,Yes,5,1,2,1,2,5,1,4,3,4,2,5,3,4,3,1,2,0,5,5,5,1,4,5,1,3,3,3,3,5
35,50 +,No,No,No,No,Yes,Yes,No,3,3,5,4,3,5,1,5,5,5,1,5,2,4,3,3,4,9,3,1,4,1,2,5,5,3,3,3,3,3
500,35 - 44,No,No,No,No,Yes,No,No,5,3,4,4,3,3,3,3,4,2,2,5,5,4,1,2,4,7,1,1,5,2,1,1,1,3,2,5,3,4
8,25 - 34,No,No,No,Yes,No,No,No,5,3,5,2,3,4,2,5,4,3,5,5,1,5,5,1,1,4,3,4,1,2,5,2,5,3,1,1,3,3
187,50 +,Yes,No,No,No,Yes,No,No,4,5,2,2,3,2,2,4,3,4,5,3,2,5,2,2,3,9,5,5,1,2,5,3,3,3,4,2,3,2
498,50 +,No,No,No,No,Yes,No,No,2,4,3,5,2,2,2,5,3,4,4,5,5,1,2,4,1,6,4,2,5,2,5,3,4,3,1,2,3,4
46,35 - 44,No,No,No,No,No,No,No,4,4,2,4,2,1,4,4,3,2,2,4,2,5,5,5,5,0,4,5,1,2,5,3,2,3,5,1,3,2
495,35 - 44,No,No,No,No,No,No,No,1,4,1,2,4,1,2,3,4,2,4,4,2,4,2,1,4,2,3,5,2,3,3,1,2,3,4,2,3,1
212,45 - 49,Yes,No,No,No,No,Yes,No,3,5,1,5,3,1,2,5,3,2,3,3,2,4,4,4,1,2,2,2,1,3,5,1,4,3,2,2,3,4
382,50 +,No,No,No,No,No,No,No,5,3,1,2,3,4,5,3,4,5,2,4,1,4,3,5,5,7,3,3,5,3,2,1,1,3,3,1,3,1
486,45 - 49,No,No,No,No,No,No,No,3,5,1,3,3,4,4,3,2,2,5,4,5,5,4,3,2,9,5,2,4,3,2,1,5,3,2,2,3,4
368,45 - 49,No,No,No,No,No,Yes,No,1,4,4,4,2,2,4,1,5,2,4,4,3,1,2,5,3,7,2,5,1,3,2,3,4,3,1,1,3,1
380,25 - 34,No,No,No,No,No,Yes,Yes,3,3,2,2,4,1,3,3,3,3,5,5,1,1,5,3,1,10,5,4,2,3,2,1,5,3,3,1,3,1
444,18 - 24,No,No,No,No,No,Yes,Yes,4,5,5,3,5,3,3,4,3,4,5,4,1,4,1,1,2,6,3,5,1,3,4,3,5,3,2,5,3,4
282,18 - 24,No,No,No,No,Yes,No,No,1,5,4,1,4,1,4,2,3,5,3,5,1,5,3,3,4,1,5,5,1,3,1,4,3,3,5,4,3,3
270,35 - 44,No,No,Yes,No,Yes,No,No,3,4,4,5,3,3,3,5,1,1,1,1,4,4,5,1,1,2,4,2,1,3,4,1,3,3,2,3,3,1
59,25 - 34,No,No,Yes,No,No,No,No,1,4,2,5,4,5,3,5,4,5,4,4,5,3,2,1,4,2,3,2,2,5,2,3,2,3,1,4,3,2
259,18 - 24,No,No,No,No,Yes,No,No,4,2,1,2,4,4,3,5,2,1,2,4,2,3,5,3,4,4,3,4,1,5,5,3,2,3,2,1,3,3
356,35 - 44,No,No,No,No,No,No,No,1,1,4,5,5,1,4,5,3,3,4,4,2,4,4,1,3,3,5,5,2,2,1,2,1,3,4,4,3,3
238,35 - 44,No,No,No,No,Yes,No,No,2,1,1,4,5,5,5,5,5,2,4,1,5,3,5,1,4,6,3,3,2,1,3,3,5,3,3,4,3,5
284,50 +,No,No,No,No,Yes,No,No,5,3,4,4,3,4,1,3,4,3,5,4,1,5,1,3,2,4,5,5,4,4,3,2,1,3,1,1,3,5
229,50 +,No,No,No,No,No,Yes,No,1,2,4,5,3,3,4,4,5,3,4,5,3,3,1,3,5,7,4,3,4,4,1,5,5,3,4,1,3,2
196,25 - 34,Yes,No,No,No,No,No,Yes,1,5,4,2,3,2,2,3,5,4,2,4,2,5,3,2,3,10,1,1,2,5,5,4,1,3,4,1,3,4
327,18 - 24,No,No,Yes,No,No,Yes,No,1,1,3,5,5,2,4,4,5,4,1,3,1,3,4,5,5,5,5,2,3,1,2,2,3,2,3,5,3,1
366,18 - 24,No,No,No,No,No,No,Yes,5,2,2,1,1,1,1,2,3,3,4,4,5,4,5,1,5,3,1,2,2,1,2,1,3,4,3,2,3,2
320,50 +,No,No,No,No,No,Yes,No,1,2,5,4,4,1,5,5,4,3,4,4,1,1,2,3,3,1,5,5,3,2,5,1,2,3,2,5,3,5
133,25 - 34,No,No,No,No,No,Yes,No,4,2,2,4,2,1,3,2,5,3,3,4,5,3,5,1,2,1,2,5,1,2,1,3,1,2,2,2,3,1
443,25 - 34,No,No,No,No,No,Yes,No,1,4,5,5,4,5,4,1,5,5,4,4,2,4,5,2,4,4,2,1,4,2,3,1,2,4,4,1,3,3
249,35 - 44,No,No,No,No,Yes,No,No,1,5,5,4,2,2,4,4,3,2,5,5,4,5,4,5,3,9,5,4,3,2,3,2,4,4,5,2,3,1
58,35 - 44,No,No,Yes,No,No,No,Yes,3,3,1,1,4,4,4,1,5,3,5,3,1,3,4,5,1,5,3,4,2,3,2,1,2,5,5,1,3,2
274,45 - 49,No,No,No,No,No,Yes,No,5,2,3,5,5,4,5,1,4,4,1,3,1,3,5,1,4,1,3,3,1,3,4,3,4,2,1,2,3,2
72,18 - 24,No,No,No,No,Yes,No,No,2,2,3,4,4,4,1,3,1,3,4,4,5,3,3,2,5,3,5,1,5,3,3,2,2,1,1,2,3,5
420,35 - 44,No,No,No,No,Yes,No,No,4,5,4,3,1,1,4,4,5,2,5,5,5,3,4,2,1,8,2,4,2,3,2,1,4,1,4,5,3,5
279,50 +,No,No,No,No,Yes,Yes,No,5,2,1,4,4,4,1,4,4,4,3,4,2,1,1,5,1,6,5,5,5,2,1,3,3,2,3,1,3,1
301,25 - 34,No,No,No,No,Yes,Yes,No,4,2,3,5,1,2,5,1,3,2,3,2,1,3,5,2,2,6,2,2,3,2,1,2,2,1,1,5,3,3
248,50 +,No,No,No,No,Yes,No,No,1,1,2,5,1,4,3,3,4,5,5,3,4,4,1,2,3,8,1,1,5,3,4,3,4,2,4,1,3,5
364,50 +,No,No,No,No,No,No,No,1,2,3,3,4,4,1,3,3,4,1,4,3,4,1,1,4,1,3,5,4,3,3,2,4,5,3,4,3,4
379,18 - 24,No,No,No,No,No,No,Yes,1,3,4,2,4,5,1,1,3,5,3,4,4,3,5,5,2,4,3,5,1,1,3,2,1,4,2,1,3,1
173,35 - 44,No,No,No,No,Yes,No,No,5,4,5,5,3,1,2,1,3,3,4,5,2,4,5,3,4,3,1,2,4,5,3,3,5,2,3,1,3,1
178,35 - 44,Yes,No,No,No,Yes,No,No,3,3,3,3,2,5,5,4,3,3,5,5,4,5,4,1,5,0,3,1,5,3,4,2,3,2,4,5,3,4
430,45 - 49,No,No,No,Yes,Yes,Yes,No,5,3,1,4,2,4,1,3,4,4,5,4,1,2,4,1,4,1,2,3,3,3,3,2,4,1,2,3,3,3
177,35 - 44,No,No,No,No,Yes,No,No,3,4,5,2,3,2,2,3,4,3,1,5,3,4,4,2,2,9,3,5,1,2,1,1,1,2,4,2,3,2
311,18 - 24,No,No,No,No,No,Yes,No,2,2,4,5,4,4,2,3,2,4,4,4,3,4,1,2,2,0,3,1,4,2,1,2,1,5,3,5,3,5
383,35 - 44,No,No,No,No,No,No,No,4,4,2,2,1,3,5,1,5,3,3,4,3,5,4,2,5,0,3,5,2,3,2,4,4,4,4,4,3,5
348,45 - 49,No,No,No,No,Yes,Yes,No,3,2,5,5,2,3,4,4,3,3,3,3,2,4,4,5,5,2,5,1,5,1,3,3,4,1,5,5,3,3
7,18 - 24,No,No,No,No,No,No,No,3,2,4,2,5,2,1,4,5,5,5,5,4,4,2,4,1,7,4,1,1,1,1,3,4,3,1,1,3,5
3,35 - 44,No,No,No,No,No,No,No,5,2,5,3,4,2,1,1,4,5,5,4,1,2,1,5,2,4,1,5,1,1,3,2,3,1,5,2,3,1
214,18 - 24,Yes,No,No,No,No,Yes,No,4,2,2,3,4,3,4,2,2,3,3,4,4,5,3,5,2,9,4,1,1,1,2,2,5,1,3,3,3,1
285,45 - 49,No,No,No,No,Yes,Yes,Yes,5,5,1,1,4,4,3,1,4,4,4,4,2,5,3,4,1,7,5,5,5,1,3,2,5,2,5,5,3,1
286,25 - 34,No,No,No,No,Yes,No,Yes,3,2,3,2,1,4,1,5,5,4,5,2,5,3,5,4,5,6,4,1,2,2,5,3,4,1,1,4,3,3
426,35 - 44,No,No,No,No,Yes,No,No,2,5,5,5,4,4,5,1,4,5,2,3,1,2,4,4,1,8,4,5,4,2,3,3,4,3,2,4,3,4
332,45 - 49,No,No,No,No,No,Yes,No,4,5,2,5,3,1,2,5,5,3,2,4,2,5,3,1,2,8,1,3,3,2,4,1,2,5,2,3,3,5
297,50 +,No,No,No,No,Yes,No,No,2,4,1,4,1,1,1,2,5,5,5,5,4,3,3,4,1,7,3,1,1,2,1,3,3,1,4,1,3,4
18,18 - 24,No,No,Yes,No,Yes,Yes,No,5,4,4,3,1,5,4,5,4,3,4,5,5,4,4,5,4,7,4,1,1,2,1,5,3,4,3,3,3,4
491,45 - 49,No,No,No,No,No,Yes,No,5,5,2,1,3,1,4,3,3,3,4,3,5,3,1,1,5,4,2,4,2,3,2,1,2,3,1,3,3,4
345,18 - 24,No,No,No,No,Yes,No,Yes,4,2,4,2,2,5,4,1,3,5,5,4,5,2,2,5,2,7,4,2,4,3,3,1,3,4,3,1,3,5
213,25 - 34,No,No,Yes,Yes,No,Yes,Yes,2,1,4,2,5,3,3,2,3,4,4,5,3,1,5,1,4,6,2,4,4,3,4,3,1,1,2,3,3,4
474,35 - 44,No,No,No,No,No,Yes,No,3,3,2,2,4,1,5,5,5,4,5,4,1,1,3,4,3,8,5,2,3,3,5,2,1,5,2,5,3,5
128,25 - 34,Yes,No,No,No,Yes,No,Yes,4,2,2,4,3,5,2,2,4,5,5,4,4,1,2,4,2,3,3,3,2,2,5,2,5,1,5,3,3,1
209,35 - 44,Yes,No,No,No,No,No,No,2,2,3,3,5,3,1,1,2,4,5,3,5,1,1,5,3,9,3,2,2,2,3,2,4,5,1,5,3,1
41,25 - 34,No,No,No,Yes,No,No,No,4,4,3,3,3,2,5,4,4,4,3,3,5,2,1,3,1,6,2,5,5,5,4,2,3,2,3,1,3,3
400,18 - 24,No,No,No,No,Yes,No,No,1,5,2,2,4,1,5,4,4,3,4,5,4,5,4,2,1,10,4,5,2,2,4,3,2,1,4,2,3,5
55,25 - 34,No,No,No,No,No,No,No,1,3,1,1,2,5,4,1,3,2,5,4,3,5,5,2,2,1,5,5,5,2,5,2,1,5,3,1,3,3
145,35 - 44,No,No,No,No,No,No,No,5,2,5,2,3,4,2,4,2,1,4,4,2,1,3,5,4,5,4,1,3,1,5,3,3,1,2,1,4,1
446,18 - 24,Yes,No,Yes,No,Yes,Yes,No,4,5,2,4,3,3,2,4,3,4,4,4,5,5,3,1,5,8,5,1,4,1,2,1,1,1,2,5,2,5
161,18 - 24,No,No,No,Yes,No,Yes,No,3,5,5,5,1,3,2,3,4,3,5,3,4,4,5,1,5,8,2,2,5,1,3,2,4,1,2,5,1,5
31,18 - 24,No,No,No,No,No,No,No,1,2,5,4,5,4,2,3,4,3,4,4,1,1,1,3,5,5,4,1,3,1,5,3,5,1,5,1,3,2
466,35 - 44,Yes,No,No,No,Yes,No,No,1,3,4,5,1,4,4,3,4,3,2,4,1,1,5,4,5,4,4,5,1,2,4,1,4,1,3,2,3,3
419,45 - 49,No,No,No,No,Yes,No,No,3,1,1,2,4,2,2,5,4,2,3,3,5,3,1,2,3,2,5,2,2,2,5,2,1,1,3,5,5,1
355,18 - 24,No,No,No,No,No,Yes,Yes,2,2,1,2,3,5,3,3,5,4,5,3,2,5,3,2,3,5,5,3,3,2,3,3,1,1,2,1,4,2
272,45 - 49,No,No,No,No,Yes,Yes,No,3,1,3,3,2,1,5,4,4,3,4,3,1,1,2,3,4,3,4,3,3,2,3,2,4,1,1,3,4,5
50,18 - 24,No,No,No,No,No,Yes,No,5,2,4,1,3,1,3,4,5,4,5,4,5,2,5,5,1,4,1,5,2,2,5,2,1,1,5,4,5,4
6,25 - 34,No,No,No,No,No,No,No,3,5,2,5,2,2,3,3,5,5,3,5,5,1,4,4,5,4,2,2,5,2,2,1,4,1,4,4,4,4
476,18 - 24,No,No,No,No,No,No,Yes,1,4,3,2,5,3,5,4,4,3,4,5,3,3,5,5,2,6,5,5,5,2,1,2,3,1,2,5,3,1
412,18 - 24,No,No,No,No,Yes,No,No,2,2,2,3,5,1,2,2,1,4,4,3,4,5,5,4,4,8,1,1,4,3,1,3,4,1,1,4,1,2
462,45 - 49,No,No,No,No,No,Yes,Yes,4,1,2,1,5,3,3,3,3,3,5,3,1,1,5,2,2,7,4,1,2,3,1,3,4,1,5,4,3,4
63,25 - 34,No,No,No,No,No,No,No,5,2,1,1,5,4,5,3,3,2,1,3,1,1,5,2,4,10,4,4,2,3,5,3,1,1,1,3,2,5
385,50 +,No,No,Yes,No,No,No,No,3,3,2,5,1,1,3,2,4,5,2,4,5,1,2,1,5,5,5,3,4,3,1,3,5,1,4,4,5,5
52,18 - 24,No,No,No,No,No,No,Yes,3,5,2,3,3,3,3,2,3,3,4,5,3,2,2,5,4,5,1,2,2,3,1,2,3,1,5,3,3,5
231,35 - 44,No,No,No,No,Yes,No,No,3,2,4,4,5,5,1,3,3,5,4,4,1,4,3,5,4,2,5,2,4,3,2,1,3,1,5,1,1,1
48,35 - 44,No,No,No,No,No,No,No,3,4,2,3,5,2,4,2,4,5,1,3,5,2,2,1,4,4,1,1,3,2,3,3,4,1,2,2,2,3
313,18 - 24,Yes,No,No,No,Yes,Yes,No,3,1,3,1,5,5,5,4,4,5,2,5,3,3,1,3,2,5,4,3,4,3,4,2,3,1,3,4,3,1
68,50 +,No,No,No,No,Yes,No,No,1,2,2,4,4,2,1,1,4,2,5,4,3,2,1,2,2,5,4,1,3,3,4,5,2,1,5,3,5,3
358,18 - 24,No,No,No,No,No,No,Yes,3,1,1,5,4,4,3,3,1,1,5,5,3,5,2,5,4,9,5,5,2,2,2,1,5,1,1,2,5,5
257,50 +,No,No,No,No,Yes,No,No,1,5,3,5,4,2,5,5,3,4,3,5,5,5,4,4,1,7,4,2,3,4,1,4,4,1,4,1,5,2
